Code,Parents,Synonyms,Definition,Display Name,Concept Status,Semantic Type,Concept in Subset
C78450,C201688,Transferrin Receptor-Targeted Anti-RRM2 siRNA CALAA-01|CALAA-01,"A proprietary transferrin receptor-targeted nanoparticle preparation of a non-chemically modified small-interfering RNA (siRNA) directed against the M2 subunit of ribonucleotide reductase (RRM2) with potential antineoplastic activity. Upon administration, transferrin receptor-targeted anti-RRM2 siRNA CALAA-01 binds to transferrin receptors (TfRs), releasing anti-RRM2 siRNA after endocytosis; anti-RRM2 siRNA silences the expression of RRM2 via the RNAi pathway, impeding the assembly of the holoenzyme ribonucleotide reductase (RR) which catalyzes the production of deoxyribonucleotides. As a result, inhibition of cellular proliferation may occur in cells expressing TfR, a cell surface protein overexpressed on various cancer cell types.",Transferrin Receptor-Targeted Anti-RRM2 siRNA CALAA-01,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C82391,C1742|C129821,Anti-KSP/Anti-VEGF siRNAs ALN-VSP02|ALN-VSP02,"A lipid nanoparticle formulation containing two small interfering RNAs (siRNAs) for kinesin spindle protein (KSP) and vascular endothelial growth factor (VEGF) with potential antitumor activity. Upon intravenous administration, the siRNAs in KSP/VEGF siRNAs ALN-VSP02ALN bind to both KSP and VEGF messenger RNAs (mRNAs), preventing translation of KSP and VEGF proteins; this may result in growth inhibition of tumor cells that overexpress KSP and VEGF. VEGF and KSP are upregulated in many tumor cells and play an important role in tumor proliferation and survival.",Anti-KSP/Anti-VEGF siRNAs ALN-VSP02,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C82676,C2843,Irinotecan Sucrosofate|IRINOTECAN SUCROSOFATE|Irinotecan Liposome|Irinotecan Sucrosofate Liposome|Irinotecan Sucrosofate-containing Pegylated Liposomal Formulation|Irinotecan liposome|MM 398|MM-398|MM398|Nanoliposomal Irinotecan|Nanoliposomal Irinotecan as Sucrosofate|Nanoparticle Liposome Formulation of Irinotecan|Onivyde|PEP 02|PEP-02|PEP02|inotecan Hydrochloride as Sucrosulfate Salt Form Liposomal Formulation|nal-IRI,"A liposomal dispersion formulated with the semisynthetic camptothecin analogue irinotecan, provided as the hydrochloride trihydrate form, which is encapsulated and entrapped within liposomes in a gelated or precipitated state as the irinotecan sucrose octasulfate (sucrosulfate) salt form, with potential antineoplastic activity. Upon administration of the liposomes containing irinotecan sucrosulfate, irinotecan, a prodrug, is converted to a biologically active metabolite 7-ethyl-10-hydroxy-camptothecin (SN-38) by a carboxylesterase-converting enzyme. During the S-phase, SN-38 inhibits topoisomerase I activity by stabilizing the cleavable complex between topoisomerase I and DNA, inhibiting religation of topoisomerase I-mediated single-strand DNA breaks and producing lethal double-strand DNA breaks when complexes are encountered by the DNA replication machinery. Liposome encapsulation of this agent promotes efficient drug delivery into the cytosol from the endosome compartment of the cell, extends the circulation of irinotecan, and prolongs the duration of active therapy at the site of tumor to inhibit tumor growth.",Irinotecan Sucrosofate,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|FDA Established Names and Unique Ingredient Identifier Codes Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|HemOnc Agent Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C82691,C156880,Hsp90 Inhibitor AB-010|AB-010|Heat Shock Protein 90 Inhibitor AB-010,"An orally bioavailable nanoparticle albumin-bound inhibitor of heat shock protein 90 (Hsp90) with potential antineoplastic activity. Hsp90 inhibitor AB-010 selectively binds to Hsp90, inhibiting its chaperone function and promoting the degradation of oncogenic signaling proteins involved in tumor cell proliferation and survival. This agent may inhibit the growth of a wide variety of cancer cell types; the incorporation of albumin into its formulation may facilitate its endothelial transcytosis through the gp60-regulated albumin transport pathway. Hsp90, a chaperone protein upregulated in a variety of tumor cells, regulates the folding and degradation of many oncogenic signaling proteins.",,,Pharmacologic Substance,GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C85476,C1450,Demplatin Pegraglumer|DEMPLATIN PEGRAGLUMER|NC-6004|Nanoplatin,"A nanoparticle-based prodrug formulation consisting of polymeric micelles incorporating the inorganic platinum agent cisplatin with potential antineoplastic activity. In demplatin pegraglumer, cisplatin forms a polymer-metal complex with hydrophilic polyethylene glycol poly(glutamic acid) block copolymers by attaching to the micelle inner core consisting of the hydrophobic polyamino acids. Upon cell entry and release from the polymer-metal complex, cisplatin forms highly reactive, charged platinum complexes that bind to nucleophilic groups such as GC-rich sites in DNA, inducing intrastrand and interstrand DNA cross-linking, DNA-protein cross-linking and, subsequently, tumor cell apoptosis and growth inhibition. Due to the hydrophilic nature of polyethylene glycol, this formulation increases the water-solubility of cisplatin and decreases the nephrotoxicity and neurotoxicity associated with the administration of cisplatin alone.",,,Pharmacologic Substance,FDA Established Names and Unique Ingredient Identifier Codes Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C88264,C61199|C1962|C129821,C-VISA BikDD:Liposome|C-VISA BikDD Plasmid: DOTAP:Cholesterol Liposome-Based Nanoparticle,"A formulation composed of DOTAP:cholesterol liposome nanoparticles complexed with the plasmid C-VISA BiKDD, with potential antineoplastic activity. C-VISA BikDD: liposome consists of a pancreatic-cancer-specific expression vector VISA (VP16-GAL4-WPRE integrated systemic amplifier) and a pancreatic-cancer-specific promoter CCKAR (cholecystokinin type A receptor) (CCKAR-VISA or C-VISA) which drives expression of the gene BikDD, a mutant form of the potent proapoptotic gene Bik (Bcl-2 interacting killer). Upon administration and transduction into pancreatic tumor cells, expression of BikDD by C-VISA BikDD:liposome may induce pancreatic tumor cell apoptosis and suppress pancreatic tumor cell proliferation. BikDD binds with greater affinity to anti-apoptotic proteins bcl-2, bcl-xl, bcl-w and Mcl-1 and is more potent than wild-type Bik. DOTAP:cholesterol liposome is composed of cationic lipid dioleoyl-trimethylammonium propane (DOTAP) and cholesterol at molar ratio of 1:1.",C-VISA BikDD:Liposome,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C90534,C67437|C1742,Protein Stabilized Liposomal Docetaxel Nanoparticles|ATI-1123,"A formulation containing protein-stabilized liposome nanoparticles encapsulating the poorly water-soluble, second-generation taxane analog docetaxel with antineoplastic activity. Docetaxel binds to and stabilizes the beta-tubulin subunit, thereby inhibiting microtubule disassembly which results in cell-cycle arrest at the G2/M phase and cell death. This agent also inhibits pro-angiogenic factors such as vascular endothelial growth factor (VEGF) and displays immunomodulatory and pro-inflammatory properties by inducing various mediators of the inflammatory response. Compared to the use of toxic carriers to increase solubilization of docetaxel, protein-stabilized liposomal docetaxel improves drug solubility while avoiding carrier-associated toxicity.",Protein Stabilized Liposomal Docetaxel Nanoparticles,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C91074,C1450,Oxaliplatin-Encapsulated Transferrin-Conjugated N-glutaryl Phosphatidylethanolamine Liposome|MBP-426|Oxaliplatin-Encapsulated Tf-Conjugated NGPE-Liposome,"A nanoparticle formulation containing N-glutaryl phosphatidylethanolamine (NGPE)-liposomes encapsulating oxaliplatin and conjugated to the human transferrin (Tf) ligand, with potential antineoplastic activity. Upon infusion of oxaliplatin-encapsulated transferrin-conjugated NGPE liposomes, the transferrin moiety targets and binds to the Tf receptor, which is overexpressed on a variety of human cancer cells. Upon binding and internalization, oxaliplatin is released and its active derivatives alkylate macromolecules, forming both inter- and intra-strand platinum-DNA crosslinks, which results in an inhibition of DNA replication and transcription. By extending the circulation time and specifically targeting transferrin receptors, this formulation may improve the efficacy and safety of oxaliplatin therapy, compared to administration of oxaliplatin alone. NGPE, a reactive phospholipid, is used as a linker to attach the Tf ligand, to the liposome.",Oxaliplatin-Encapsulated Transferrin-Conjugated N-glutaryl Phosphatidylethanolamine Liposome,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C91087,C67437,Docetaxel-PNP|PNP-DTX,"A polymeric nanoparticle (PNP) formulation containing the taxane docetaxel, a semi-synthetic analogue of paclitaxel, with antineoplastic activity. Docetaxel binds specifically to the beta-tubulin subunit of the microtubule, stabilizing tubulin and inhibiting microtubule disassembly, which results in cell-cycle arrest at the G2/M phase, preventing cell proliferation. This agent also inhibits pro-angiogenic factors such as vascular endothelial growth factor (VEGF) and induces various mediators of the inflammatory response. Compared to docetaxel alone, the PNP formulation may enhance stability and improve delivery.",,,Organic Chemical|Pharmacologic Substance,GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C91708,C61199|C1962|C129821,Quaratusugene Ozeplasmid|GPX 001|GPX-001|GPX001|INGN 401|QUARATUSUGENE OZEPLASMID|Reqorsa,"A formulation composed of DOTAP:cholesterol liposomal nanoparticles complexed with a plasmid expression cassette encoding human FUS1 protein, with potential antineoplastic activity. Upon administration, DOTAP:chol-Fus1 liposome complex accumulates mainly in the lungs and particularly in cancer cells. Upon transfer of the Fus1 gene into tumor cells, the expression of Fus1 may induce tumor cell apoptosis and suppress tumor cell proliferation. Fus1, a potent tumor-suppressor protein, is present in normal, healthy cells but often absent in certain cancer cells. DOTAP:cholesterol liposome is composed of cationic lipid dioleoyl-trimethylammonium propane (DOTAP) and cholesterol at a molar ratio of 1:1.",Quaratusugene Ozeplasmid,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|FDA Established Names and Unique Ingredient Identifier Codes Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C95892,C67437|C176017,PSMA-targeted Docetaxel Nanoparticles BIND-014|BIND-014,"A proprietary preparation of polymeric nanoparticles containing the second-generation taxane docetaxel, targeted to prostate-specific membrane antigen (PSMA), with antineoplastic activity. PSMA-targeted docetaxel nanoparticles BIND-014 carry docetaxel within a matrix of polylactic acid covered with a coating of polyethylene glycol; embedded on the surface of the polyethylene glycol coating are ligands targeted to PSMA. BIND-014 allows gradual release of docetaxel upon degradation of the polylactic acid, and the PEG encapsulation escapes the host immune response while PSMA ligands on the surface restrict the cytotoxic effect to PSMA-expressing cells. Docetaxel binds to and stabilizes the beta-tubulin subunit, thereby inhibiting microtubule disassembly which results in cell-cycle arrest at the G2/M phase and cell death. PSMA is a cell-surface antigen that is abundantly present on the surface of cancer cells and on the neovasculature that feeds a wide variety of tumor types.",PSMA-targeted Docetaxel Nanoparticles BIND-014,,Organic Chemical|Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C96037,C61078,Paclitaxel Injection Concentrate for Nanodispersion|PICN|SPARC1023|SPARC1028|SPARC1210,"A nanoparticle-based injectable concentrate containing the water-insoluble taxane paclitaxel, with potential antineoplastic activity.  Upon reconstitution and administration, paclitaxel binds to tubulin and inhibits the disassembly of microtubules, thereby resulting in the inhibition of cell division. Compared to paclitaxel alone, the nanodispersion-based formulation uses less toxic solvents and allows for administration of higher doses resulting in higher concentrations of paclitaxel at the tumor site, and an increased safety profile.",Paclitaxel Injection Concentrate for Nanodispersion,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C98280,C129819,Hafnium Oxide-containing Nanoparticles NBTXR3|HAFNIUM OXIDE|NBTXR3,"A suspension of nanoparticles containing inert inorganic hafnium oxide (HfO2) crystals with potential antineoplastic activity. Upon injection of NBTXR3 in the tumor, the hafnium oxide-containing nanoparticles accumulate into the tumor cells. Subsequent application of radiation beams to the tumor tissue causes HfO2 particles to emit huge amounts of electrons. This results in the formation of free radicals within the tumor cells, which in turn causes targeted destruction of the cancer cells. Compared to standard radiotherapy, because of the inert nature of NBTXR3, this agent emits electrons only during its exposure to radiation which improves radiotherapy efficiency.",Hafnium Oxide-containing Nanoparticles NBTXR3,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|FDA Established Names and Unique Ingredient Identifier Codes Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C98288,C129821,SNS01-T Nanoparticles|SNS01-T,"A colloidal mixture of nanoparticles consisting of small interfering RNA (siRNA) targeting the native eukaryotic translation initiation factor 5A (eIF5A), plasmids expressing a pro-apoptotic mutant of elF5A under the control of a B-cell specific promoter (B29), and a synthetic cationic polymer polyethylenimine (PEI) as a delivery vehicle, with potential antineoplastic activity. Upon administration, the siRNA component of SNS01-T suppresses elF5A expression, thereby interfering with translation of eIF5A and reducing levels of hypusinated elF5A in cancer cells. In turn, this inhibits activation of the transcription factor NF-kB and induces apoptosis. In addition, the B-cell specific plasmid component expresses an arginine substituted form of eIF5A, eIF5AK50R, which can not be hypusinated, thus leads to a selective induction of apoptosis in B-cells. The native unhypusinated form of eIF5A is pro-apoptotic and can be modified at the lysine residue, by deoxyhypusine synthase (DHS) and subsequently deoxyhypusine hydroxylase (DHH), to the anti-apoptotic hypusinated form which is associated with tumor cell growth and survival. The delivery vehicle protects the siRNA and plasmid from degradation.",SNS01-T Nanoparticles,,Pharmacologic Substance,CTRP Agent Terminology|CTRP Terminology|GDC Terminology|GDC Therapeutic Agent Terminology|GDC Value Terminology|NCI Drug Dictionary Terminology|NCIt Antineoplastic Agent Terminology
C146822,C157491,Nanoparticle Paclitaxel Ointment SOR007|NanoPac Ointment|Nanoparticle Paclitaxel SOR007|SOR007|SOR007 Ointment|Topical Nanoparticle Paclitaxel Ointment|Uncoated Nanoparticle Paclitaxel Ointment,"A topical ointment composed of the water-insoluble taxane paclitaxel that has been processed to form uncoated nanoparticles, with potential antineoplastic activity. Upon topical administration of nanoparticle paclitaxel ointment SOR007 to the affected area, and following epithelial and dermal penetration, paclitaxel binds to tubulin and inhibits the disassembly of microtubules, which leads to the inhibition of cell division, thereby halting the proliferation of rapidly-dividing tumor cells. The nanoparticles in the nanoparticle paclitaxel ointment are produced through a specific proprietary submicron particle production.",Nanoparticle Paclitaxel Ointment SOR007,Retired_Concept,Pharmacologic Substance,
